tag,game,characters
CountIfShine,melee,"{""melee/fox"": 763, ""melee/drmario"": 42, ""melee/sheik"": 124, ""melee/captainfalcon"": 34, ""melee/random"": 3, ""melee/mrgameandwatch"": 15, ""melee/falco"": 36, ""melee/luigi"": 1, ""melee/mewtwo"": 1, ""melee/roy"": 1, ""melee/peach"": 2, ""melee/pikachu"": 28, ""melee/ness"": 1, ""melee/ganondorf"": 9, ""melee/younglink"": 41, ""melee/kirby"": 8, ""melee/jigglypuff"": 40, ""melee/iceclimbers"": 5, ""melee/marth"": 14, ""melee/samus"": 2, ""melee/donkeykong"": 1}"
Bean,melee,"{""melee/luigi"": 22}"
Free KZ,melee,"{""melee/falco"": 41, ""melee/peach"": 1}"
Dan,melee,"{""melee/pikachu"": 23}"
JADO,melee,""""""
FPC,melee,""""""
������T34���,melee,""""""
rofire_1,melee,""""""
AlexKirk,melee,""""""
Mog Knight,melee,"{""melee/sheik"": 24}"
A Piece of Toast,melee,"{""melee/pikachu"": 5}"
PohTahToh,melee,""""""
Nessie,melee,"{""melee/fox"": 6}"
Dephrin,melee,""""""
aveond,melee,""""""
Semble,melee,"{""melee/falco"": 7, ""melee/fox"": 493}"
BoFlounder-LongBean,melee,""""""
Cptnfluffymuffin,melee,"{""melee/captainfalcon"": 2}"
Super,melee,"{""melee/falco"": 37, ""melee/marth"": 1}"
Spectre,melee,"{""melee/marth"": 6}"
liche,melee,""""""
SlickSiwik,melee,"{""melee/sheik"": 279, ""melee/fox"": 1, ""melee/link"": 23}"
Lecat,melee,"{""melee/fox"": 109, ""melee/falco"": 4, ""melee/sheik"": 11}"
JpsCrazy,melee,"{""melee/samus"": 7}"
Sevi,melee,"{""melee/falco"": 77, ""melee/marth"": 8, ""melee/fox"": 2, ""melee/jigglypuff"": 3, ""melee/mario"": 6, ""melee/sheik"": 1}"
SSK,melee,"{""melee/fox"": 4}"
Dodo,melee,"{""melee/peach"": 99}"
FUNERAL BOOTS,melee,"{""melee/falco"": 2}"
CedarDrive,melee,"{""melee/ganondorf"": 2}"
vctR,melee,"{""melee/fox"": 43, ""melee/sheik"": 10, ""melee/captainfalcon"": 2, ""melee/falco"": 1}"
Jasnix,melee,""""""
Dizz,melee,""""""
bigPoppa,melee,"{""melee/peach"": 2}"
SmooveJuice,melee,""""""
popfinger,melee,""""""
WuMan,melee,""""""
yuy,melee,"{""melee/fox"": 22}"
sage,melee,""""""
LLamuh,melee,"{""melee/falco"": 7}"
tk,melee,"{""melee/captainfalcon"": 28}"
ryno,melee,"{""melee/falco"": 27, ""melee/jigglypuff"": 1, ""melee/sheik"": 45, ""melee/fox"": 1}"
Blonde,melee,"{""melee/marth"": 4}"
Nan,melee,"{""melee/captainfalcon"": 6}"
kingyoungblood,melee,""""""
krey,melee,""""""
Astral,melee,"{""melee/captainfalcon"": 406, ""melee/fox"": 2, ""melee/falco"": 3}"
Martin,melee,"{""melee/marth"": 2}"
Langstonian,melee,"{""melee/marth"": 88, ""melee/sheik"": 25, ""melee/jigglypuff"": 4}"
Birb,melee,""""""
1Mikes,melee,"{""melee/sheik"": 4}"
Milk Kid,melee,"{""melee/falco"": 9}"
Big Wind,melee,"{""melee/captainfalcon"": 38}"
Adem,melee,"{""melee/fox"": 4, ""melee/falco"": 2}"
pets0und,melee,""""""
LingLing,melee,""""""
O.J. Gimpson,melee,"{""melee/captainfalcon"": 47, ""melee/falco"": 38, ""melee/fox"": 186, ""melee/jigglypuff"": 16, ""melee/donkeykong"": 14, ""melee/marth"": 2, ""melee/pikachu"": 108, ""melee/luigi"": 8, ""melee/mario"": 1, ""melee/sheik"": 5, ""melee/peach"": 9, ""melee/random"": 5, ""melee/yoshi"": 19}"
pufflover69,melee,""""""
Mr. J,melee,""""""
Sl1nk,melee,""""""
StillStellar,melee,"{""melee/sheik"": 6, ""melee/samus"": 5, ""melee/peach"": 4}"
Stasis,melee,"{""melee/falco"": 6, ""melee/sheik"": 11, ""melee/marth"": 17}"
Big Fella,melee,"{""melee/link"": 4}"
Dr. pHaTmAn,melee,"{""melee/marth"": 1, ""melee/fox"": 6, ""melee/younglink"": 8, ""melee/falco"": 1, ""melee/bowser"": 2}"
dabbustos,melee,"{""melee/iceclimbers"": 2}"
ceRulean,melee,"{""melee/falco"": 6}"
Koil,melee,"{""melee/falco"": 160, ""melee/fox"": 103, ""melee/marth"": 5, ""melee/captainfalcon"": 21}"
Ari,melee,"{""melee/marth"": 4}"
Chacha,melee,""""""
Strange,melee,""""""
Malaria,melee,"{""melee/falco"": 86}"
CB,melee,"{""melee/falco"": 109, ""melee/peach"": 18, ""melee/bowser"": 2}"
DonkedGG,melee,""""""
Arch,melee,"{""melee/fox"": 45, ""melee/marth"": 16, ""melee/jigglypuff"": 3, ""melee/bowser"": 3, ""melee/captainfalcon"": 14, ""melee/falco"": 4}"
Casper,melee,"{""melee/falco"": 23, ""melee/marth"": 69, ""melee/jigglypuff"": 17, ""melee/captainfalcon"": 7, ""melee/bowser"": 1, ""melee/sheik"": 1, ""melee/mario"": 1, ""melee/iceclimbers"": 1, ""melee/random"": 3}"
0nyx,melee,""""""
Fisch,melee,"{""melee/sheik"": 93}"
blAZ,melee,"{""melee/falco"": 6}"
pchoi,melee,""""""
Cyclone,melee,"{""melee/marth"": 74}"
Swak3,melee,"{""melee/falco"": 3}"
flim,melee,""""""
Rubicon,melee,"{""melee/captainfalcon"": 123}"
dafasd,melee,""""""
Zoned,melee,"{""melee/marth"": 2}"
Mulder,melee,"{""melee/link"": 2, ""melee/sheik"": 1, ""melee/marth"": 1}"
hungryman,melee,"{""melee/fox"": 82, ""melee/pikachu"": 2, ""melee/sheik"": 8}"
Ryker,melee,"{""melee/falco"": 2}"
Koke,melee,"{""melee/jigglypuff"": 4, ""melee/peach"": 1}"
Saynth,melee,"{""melee/fox"": 5}"
Matarel,melee,"{""melee/sheik"": 5}"
AVSA,melee,"{""melee/captainfalcon"": 4}"
M��gic,melee,"{""melee/luigi"": 4}"
Gogomi,melee,"{""melee/falco"": 4}"
Kronk,melee,"{""melee/luigi"": 48}"
Mascatabaco,melee,"{""melee/captainfalcon"": 1, ""melee/sheik"": 1}"
DRK9,melee,"{""melee/pikachu"": 2}"
4BEHIND,melee,""""""
GGALLGAMES,melee,""""""
Jair the Creator,melee,""""""
Phobos,melee,""""""
Grandpa,melee,"{""melee/fox"": 4}"
Plon,melee,"{""melee/captainfalcon"": 82, ""melee/sheik"": 1}"
edd0126,melee,"{""melee/ganondorf"": 2}"
JehL,melee,"{""melee/falco"": 12}"
Epiko,melee,"{""melee/mrgameandwatch"": 119, ""melee/sheik"": 89}"
Efgo,melee,""""""
Ohyes31,melee,"{""melee/marth"": 5}"
Simple,melee,"{""melee/captainfalcon"": 72}"
Pesk,melee,"{""melee/fox"": 143, ""melee/marth"": 3}"
DaMuffinMan,melee,"{""melee/luigi"": 2}"
AustinL90,melee,"{""melee/fox"": 21}"
bingbopper,melee,"{""melee/falco"": 17, ""melee/luigi"": 3, ""melee/donkeykong"": 9}"
Y-AS,melee,"{""melee/drmario"": 66, ""melee/sheik"": 2, ""melee/fox"": 7, ""melee/luigi"": 5}"
melatonin,melee,"{""melee/marth"": 88, ""melee/falco"": 420, ""melee/jigglypuff"": 1, ""melee/luigi"": 1, ""melee/bowser"": 1, ""melee/mrgameandwatch"": 1, ""melee/fox"": 1, ""melee/sheik"": 1}"
Fraudulent,melee,"{""melee/falco"": 5, ""melee/marth"": 2}"
Vegetables,melee,"{""melee/falco"": 4, ""melee/fox"": 8}"
Heyodogo,melee,"{""melee/falco"": 4}"
GuardKnight,melee,"{""melee/marth"": 59}"
metronome,melee,"{""melee/marth"": 4}"
faketaxiyoshi,melee,"{""melee/yoshi"": 92, ""melee/captainfalcon"": 1}"
Valdens,melee,"{""melee/marth"": 8}"
bullfrogging,melee,"{""melee/fox"": 91, ""melee/marth"": 20, ""melee/falco"": 135, ""melee/random"": 1, ""melee/mrgameandwatch"": 6, ""melee/captainfalcon"": 2}"
cholo,melee,"{""melee/luigi"": 33, ""melee/falco"": 2}"
The Z,melee,"{""melee/fox"": 6, ""melee/captainfalcon"": 6, ""melee/peach"": 4, ""melee/ganondorf"": 1}"
ZiraX,melee,"{""melee/marth"": 13, ""melee/fox"": 2}"
Decade,melee,"{""melee/sheik"": 19}"
J4k0Bi,melee,"{""melee/falco"": 126}"
Moro Astray,melee,"{""melee/marth"": 81, ""melee/captainfalcon"": 738, ""melee/kirby"": 13}"
Merelydad,melee,"{""melee/falco"": 23, ""melee/fox"": 4}"
SniphMe,melee,"{""melee/marth"": 12, ""melee/fox"": 1}"
Akula,melee,"{""melee/falco"": 20, ""melee/marth"": 13}"
py1on,melee,"{""melee/fox"": 4}"
Rapito,melee,"{""melee/younglink"": 80, ""melee/falco"": 1}"
cuteboy,melee,"{""melee/captainfalcon"": 1, ""melee/fox"": 1}"
COOP,melee,"{""melee/falco"": 20, ""melee/fox"": 17, ""melee/marth"": 1}"
Hood,melee,"{""melee/marth"": 22}"
Sweet Vee,melee,"{""melee/falco"": 30}"
Zorsy,melee,""""""
Niko,melee,""""""
Acrim3r,melee,"{""melee/fox"": 4}"
Thai,melee,"{""melee/fox"": 934, ""melee/falco"": 18, ""melee/captainfalcon"": 3, ""melee/luigi"": 36, ""melee/donkeykong"": 1, ""melee/marth"": 25, ""melee/jigglypuff"": 16, ""melee/yoshi"": 1, ""melee/sheik"": 4, ""melee/random"": 4}"
WolfX,melee,"{""melee/captainfalcon"": 203, ""melee/peach"": 2}"
Razmane,melee,"{""melee/falco"": 2, ""melee/fox"": 4}"
PDroid,melee,"{""melee/peach"": 8}"
Lavos,melee,"{""melee/marth"": 478, ""melee/jigglypuff"": 4, ""melee/fox"": 7}"
Magikruiser,melee,"{""melee/yoshi"": 12, ""melee/pichu"": 1}"
Sh��rd,melee,"{""melee/falco"": 4}"
Arch3r,melee,"{""melee/donkeykong"": 9, ""melee/jigglypuff"": 388, ""melee/roy"": 2, ""melee/mrgameandwatch"": 2, ""melee/pikachu"": 3, ""melee/fox"": 4, ""melee/peach"": 1}"
Suke,melee,"{""melee/sheik"": 38, ""melee/marth"": 2}"
woodooo,melee,"{""melee/marth"": 33, ""melee/fox"": 63, ""melee/sheik"": 3, ""melee/luigi"": 1, ""melee/falco"": 2, ""melee/pikachu"": 3, ""melee/jigglypuff"": 1, ""melee/ness"": 1}"
Shio,melee,"{""melee/falco"": 7}"
Spaghetti,melee,"{""melee/peach"": 4}"
AfterPlayer,melee,"{""melee/marth"": 6, ""melee/sheik"": 1, ""melee/fox"": 1}"
Near,melee,"{""melee/sheik"": 23, ""melee/fox"": 3}"
Fliphazard,melee,"{""melee/marth"": 7}"
couldbetanner,melee,"{""melee/falco"": 10, ""melee/fox"": 4}"
Pablo,melee,"{""melee/sheik"": 6}"
slamlikely,melee,"{""melee/ganondorf"": 126, ""melee/marth"": 4, ""melee/fox"": 28, ""melee/yoshi"": 7}"
Jiffy,melee,"{""melee/falco"": 2}"
Bunter,melee,"{""melee/marth"": 4, ""melee/fox"": 2}"
crummy,melee,"{""melee/marth"": 11, ""melee/falco"": 1, ""melee/fox"": 2, ""melee/captainfalcon"": 1}"
PD,melee,"{""melee/marth"": 19}"
Tonedawg,melee,"{""melee/marth"": 67, ""melee/link"": 66, ""melee/sheik"": 9, ""melee/luigi"": 5, ""melee/younglink"": 1, ""melee/jigglypuff"": 1}"
sweetwhisper,melee,"{""melee/marth"": 64}"
Sharks,melee,"{""melee/marth"": 10}"
Sky Williams IRS $$,melee,"{""melee/falco"": 3, ""melee/fox"": 1}"
Overswarm,melee,"{""melee/bowser"": 3, ""melee/iceclimbers"": 1}"
Hive,melee,"{""melee/falco"": 63}"
Balakay,melee,"{""melee/pikachu"": 7, ""melee/mrgameandwatch"": 1}"
Keeg,melee,"{""melee/falco"": 3, ""melee/kirby"": 1}"
kbaked,melee,"{""melee/jigglypuff"": 12}"
seechl,melee,"{""melee/captainfalcon"": 15, ""melee/falco"": 2}"
envelope,melee,"{""melee/pikachu"": 4}"
Brnttoast,melee,"{""melee/pikachu"": 14}"
Sebbo,melee,"{""melee/captainfalcon"": 3, ""melee/fox"": 5, ""melee/marth"": 1, ""melee/falco"": 1, ""melee/luigi"": 1}"
RESPRiT,melee,"{""melee/marth"": 322}"
Blue,melee,"{""melee/marth"": 4}"
Hish,melee,"{""melee/fox"": 5}"
Carve,melee,"{""melee/jigglypuff"": 37, ""melee/marth"": 1, ""melee/fox"": 10}"
GRIdpOOL,melee,"{""melee/captainfalcon"": 4}"
Placeholder,melee,"{""melee/ganondorf"": 30, ""melee/captainfalcon"": 13, ""melee/sheik"": 13, ""melee/marth"": 3, ""melee/fox"": 1}"
James 2464,melee,"{""melee/samus"": 19, ""melee/sheik"": 6, ""melee/fox"": 9}"
Lightbulb,melee,"{""melee/captainfalcon"": 18}"
kelpo,melee,"{""melee/falco"": 22}"
Wiya,melee,"{""melee/falco"": 4}"
NoobMaster69,melee,"{""melee/marth"": 8}"
FFFFFFFFFFFFFF,melee,"{""melee/sheik"": 2, ""melee/marth"": 1, ""melee/captainfalcon"": 2}"
EllenDegenerate,melee,"{""melee/captainfalcon"": 13, ""melee/falco"": 3}"
Frisk,melee,"{""melee/yoshi"": 3}"
Showna,melee,"{""melee/fox"": 25, ""melee/sheik"": 1}"
Ogre 2,melee,"{""melee/fox"": 20}"
Ruzen,melee,"{""melee/peach"": 5}"
Austin,melee,""""""
ali_,melee,"{""melee/falco"": 176, ""melee/jigglypuff"": 1}"
Dabes,melee,"{""melee/falco"": 14}"
Dirtball,melee,"{""melee/ganondorf"": 35, ""melee/samus"": 122, ""melee/captainfalcon"": 3, ""melee/bowser"": 3, ""melee/ness"": 16, ""melee/link"": 3, ""melee/drmario"": 1}"
soupkun,melee,"{""melee/drmario"": 87, ""melee/falco"": 39, ""melee/mario"": 13, ""melee/fox"": 66, ""melee/luigi"": 5, ""melee/marth"": 5}"
smAshKetchum,melee,"{""melee/pikachu"": 22}"
NAITO,melee,""""""
Cow,melee,"{""melee/marth"": 1394, ""melee/roy"": 2, ""melee/mewtwo"": 2, ""melee/peach"": 47, ""melee/mrgameandwatch"": 13, ""melee/captainfalcon"": 52, ""melee/fox"": 8, ""melee/sheik"": 8, ""melee/falco"": 2, ""melee/jigglypuff"": 4, ""melee/drmario"": 1, ""melee/zelda"": 1}"
Swell,melee,""""""
Scredit,melee,"{""melee/captainfalcon"": 9}"
Fairy Pengu,melee,"{""melee/marth"": 19, ""melee/peach"": 9, ""melee/iceclimbers"": 2}"
Tree,melee,"{""melee/peach"": 6, ""melee/sheik"": 6}"
Evan,melee,"{""melee/falco"": 9, ""melee/fox"": 2}"
Witcher,melee,"{""melee/marth"": 104, ""melee/fox"": 1}"
Mox Buncher,melee,"{""melee/falco"": 29}"
Dibs,melee,"{""melee/falco"": 9, ""melee/fox"": 1}"
Rabiddonkey33,melee,"{""melee/fox"": 30, ""melee/marth"": 183, ""melee/falco"": 353}"
yung_boosty,melee,"{""melee/captainfalcon"": 20}"
fizwidget,melee,"{""melee/sheik"": 8}"
Cold,melee,"{""melee/fox"": 143, ""melee/kirby"": 5}"
Bless��,melee,"{""melee/fox"": 3, ""melee/pikachu"": 7, ""melee/peach"": 1}"
Soda,melee,"{""melee/sheik"": 31, ""melee/fox"": 2}"
Frostsniper,melee,"{""melee/fox"": 5, ""melee/falco"": 1}"
Woo,melee,"{""melee/fox"": 691, ""melee/marth"": 84, ""melee/falco"": 19, ""melee/captainfalcon"": 3}"
Fresh Heir,melee,"{""melee/marth"": 31}"
Pakos,melee,"{""melee/falco"": 158}"
KoningBadaap,melee,"{""melee/fox"": 89, ""melee/falco"": 13, ""melee/pichu"": 29, ""melee/mario"": 17, ""melee/younglink"": 1}"
xri,melee,"{""melee/captainfalcon"": 9}"
Pedlar,melee,"{""melee/captainfalcon"": 382}"
Freezi,melee,"{""melee/fox"": 13, ""melee/sheik"": 450, ""melee/pikachu"": 1, ""melee/falco"": 2, ""melee/marth"": 2, ""melee/captainfalcon"": 1}"
TH0MA5,melee,"{""melee/jigglypuff"": 58, ""melee/marth"": 3, ""melee/roy"": 18, ""melee/mrgameandwatch"": 1, ""melee/donkeykong"": 1, ""melee/mario"": 34, ""melee/younglink"": 2, ""melee/pichu"": 2, ""melee/ness"": 60, ""melee/pikachu"": 5}"
Alo_Bris,melee,"{""melee/drmario"": 56}"
WaXx,melee,"{""melee/peach"": 803, ""melee/captainfalcon"": 333, ""melee/falco"": 30, ""melee/marth"": 6, ""melee/drmario"": 1, ""melee/kirby"": 9, ""melee/fox"": 3}"
Yeezus,melee,"{""melee/captainfalcon"": 4}"
Bubby,melee,"{""melee/captainfalcon"": 4}"
Nessy,melee,"{""melee/marth"": 10}"
Lucid,melee,"{""melee/jigglypuff"": 5}"
Weedy,melee,"{""melee/sheik"": 60}"
Rixx,melee,"{""melee/falco"": 36, ""melee/fox"": 15, ""melee/captainfalcon"": 1, ""melee/peach"": 1}"
H,melee,"{""melee/captainfalcon"": 5, ""melee/fox"": 3}"
GayLuigi,melee,"{""melee/luigi"": 9, ""melee/falco"": 1, ""melee/captainfalcon"": 2, ""melee/mrgameandwatch"": 2, ""melee/marth"": 2}"
lazer,melee,"{""melee/peach"": 4}"
Lebnain,melee,"{""melee/peach"": 326, ""melee/fox"": 2, ""melee/falco"": 3, ""melee/captainfalcon"": 7}"
Bob Bob,melee,"{""melee/marth"": 135, ""melee/falco"": 11, ""melee/kirby"": 1, ""melee/ganondorf"": 2}"
Fugu,melee,"{""melee/falco"": 16, ""melee/fox"": 10, ""melee/sheik"": 14, ""melee/captainfalcon"": 3, ""melee/marth"": 1}"
0z,melee,"{""melee/captainfalcon"": 4}"
BlueFox,melee,"{""melee/fox"": 16, ""melee/sheik"": 2}"
Mr.Nigel117,melee,"{""melee/falco"": 4, ""melee/fox"": 2}"
JOOF,melee,"{""melee/marth"": 6}"
Dale,melee,"{""melee/marth"": 2, ""melee/falco"": 2}"
Bairon,melee,"{""melee/falco"": 59, ""melee/jigglypuff"": 4, ""melee/fox"": 5}"
blond,melee,"{""melee/sheik"": 3}"
Scubafins,melee,"{""melee/captainfalcon"": 455, ""melee/falco"": 1, ""melee/mario"": 2, ""melee/bowser"": 1}"
FYZYX,melee,"{""melee/captainfalcon"": 10, ""melee/fox"": 1}"
Corium,melee,"{""melee/captainfalcon"": 2}"
Insane Falco Player,melee,""""""
Big Wood,melee,"{""melee/jigglypuff"": 35, ""melee/link"": 7, ""melee/falco"": 10, ""melee/marth"": 1}"
PoopDreams,melee,"{""melee/jigglypuff"": 21, ""melee/fox"": 2}"
Yung Skitty,melee,"{""melee/mewtwo"": 26}"
Toma,melee,"{""melee/marth"": 18, ""melee/younglink"": 5, ""melee/ganondorf"": 1}"
Johnny Merk,melee,"{""melee/falco"": 94, ""melee/captainfalcon"": 1}"
TyraDankz,melee,"{""melee/marth"": 10}"
PriorityQ,melee,"{""melee/captainfalcon"": 72, ""melee/marth"": 3, ""melee/falco"": 2}"
Dusta Rhymes,melee,"{""melee/sheik"": 20, ""melee/fox"": 20, ""melee/captainfalcon"": 7, ""melee/peach"": 1, ""melee/luigi"": 2, ""melee/samus"": 13}"
Shmarlo,melee,"{""melee/falco"": 44}"
LewdCelebs4Free,melee,"{""melee/sheik"": 155}"
Dade,melee,"{""melee/captainfalcon"": 35, ""melee/fox"": 1}"
Etch A Sketch,melee,"{""melee/luigi"": 4}"
dp,melee,"{""melee/falco"": 3, ""melee/captainfalcon"": 1}"
Frosty,melee,"{""melee/fox"": 11, ""melee/falco"": 18, ""melee/marth"": 2}"
McSocks,melee,"{""melee/drmario"": 119, ""melee/fox"": 14, ""melee/sheik"": 5}"
Jethrotex,melee,"{""melee/peach"": 9, ""melee/fox"": 1}"
Cadeamole,melee,"{""melee/falco"": 4}"
KIA,melee,"{""melee/falco"": 112, ""melee/captainfalcon"": 24, ""melee/fox"": 131, ""melee/link"": 1, ""melee/bowser"": 3, ""melee/kirby"": 3, ""melee/marth"": 3}"
Smurf Mcdurf,melee,"{""melee/yoshi"": 12, ""melee/younglink"": 12, ""melee/drmario"": 4, ""melee/fox"": 12, ""melee/link"": 5, ""melee/pikachu"": 1, ""melee/captainfalcon"": 1, ""melee/luigi"": 1, ""melee/iceclimbers"": 1, ""melee/donkeykong"": 10, ""melee/ness"": 2, ""melee/bowser"": 3}"
Utensil,melee,"{""melee/falco"": 6, ""melee/marth"": 1, ""melee/captainfalcon"": 40}"
ElChangus,melee,""""""
sweter,melee,"{""melee/marth"": 53}"
Denny,melee,"{""melee/marth"": 12}"
Lokitosalty,melee,""""""
Rata,melee,"{""melee/pikachu"": 35, ""melee/younglink"": 1}"
TelePorter,melee,"{""melee/pikachu"": 8}"
Riggs,melee,"{""melee/peach"": 9}"
RUFFD,melee,"{""melee/falco"": 41, ""melee/fox"": 1}"
Kevin Cottage,melee,"{""melee/peach"": 3, ""melee/fox"": 8, ""melee/marth"": 1}"
Dealer,melee,"{""melee/falco"": 786, ""melee/younglink"": 16, ""melee/fox"": 10}"
Cyber,melee,"{""melee/samus"": 78, ""melee/sheik"": 13, ""melee/fox"": 6, ""melee/marth"": 1}"
Kakaraka,melee,""""""
Nick Hazard,melee,"{""melee/marth"": 1, ""melee/captainfalcon"": 1, ""melee/falco"": 1, ""melee/fox"": 1}"
smin,melee,"{""melee/peach"": 12, ""melee/kirby"": 2}"
Cheatoh,melee,"{""melee/sheik"": 100, ""melee/fox"": 10, ""melee/jigglypuff"": 2, ""melee/marth"": 4}"
Gimmicks,melee,"{""melee/fox"": 329, ""melee/falco"": 6, ""melee/marth"": 1, ""melee/younglink"": 1}"
IIIIIIIIIIIIIII,melee,"{""melee/sheik"": 2}"
QuickSpooked,melee,"{""melee/marth"": 8, ""melee/falco"": 9, ""melee/fox"": 244, ""melee/mrgameandwatch"": 19, ""melee/roy"": 2, ""melee/sheik"": 12, ""melee/samus"": 3}"
TyCol,melee,"{""melee/fox"": 3, ""melee/captainfalcon"": 2, ""melee/marth"": 8, ""melee/sheik"": 7}"
LMNTS,melee,"{""melee/captainfalcon"": 12}"
lachlan,melee,"{""melee/falco"": 8, ""melee/mrgameandwatch"": 1, ""melee/ness"": 1, ""melee/sheik"": 2, ""melee/mewtwo"": 1}"
MWStage,melee,"{""melee/ness"": 16, ""melee/roy"": 2}"
BauzaBomb,melee,"{""melee/iceclimbers"": 6}"
Focalor,melee,"{""melee/link"": 79}"
DocAwk,melee,"{""melee/younglink"": 4, ""melee/marth"": 2, ""melee/falco"": 1}"
pbmo,melee,"{""melee/mrgameandwatch"": 8}"
cool bruh,melee,"{""melee/drmario"": 690, ""melee/mario"": 645, ""melee/falco"": 29, ""melee/fox"": 30, ""melee/mrgameandwatch"": 2, ""melee/ganondorf"": 1, ""melee/luigi"": 46}"
interfacer,melee,"{""melee/ganondorf"": 2, ""melee/jigglypuff"": 20, ""melee/marth"": 4, ""melee/fox"": 3, ""melee/drmario"": 1, ""melee/sheik"": 2, ""melee/captainfalcon"": 14, ""melee/luigi"": 1}"
Nen,melee,"{""melee/mario"": 578}"
Abraman,melee,"{""melee/yoshi"": 6}"
FBGM,melee,"{""melee/ganondorf"": 4}"
TheMarioPainter,melee,"{""melee/younglink"": 17, ""melee/pikachu"": 45, ""melee/pichu"": 2}"
stick boy,melee,"{""melee/drmario"": 2}"
Justice,melee,"{""melee/iceclimbers"": 2}"
Sonward,melee,"{""melee/drmario"": 6}"
Der Elbenk��nig,melee,"{""melee/luigi"": 244, ""melee/captainfalcon"": 2, ""melee/younglink"": 5}"
Enrique Iglesias,melee,"{""melee/iceclimbers"": 71, ""melee/kirby"": 14}"
TheRunes,melee,"{""melee/luigi"": 3}"
Minnty,melee,"{""melee/fox"": 14, ""melee/falco"": 5}"
EMAC,melee,"{""melee/falco"": 2}"
BobaluFan69,melee,"{""melee/fox"": 28}"
Dillen,melee,"{""melee/jigglypuff"": 20}"
leoscience,melee,""""""
BEES,melee,"{""melee/falco"": 94, ""melee/fox"": 6}"
POZ,melee,"{""melee/falco"": 4}"
Dream Eater,melee,"{""melee/drmario"": 51, ""melee/falco"": 10, ""melee/captainfalcon"": 296, ""melee/mrgameandwatch"": 11, ""melee/younglink"": 6, ""melee/mewtwo"": 1, ""melee/bowser"": 6, ""melee/random"": 1}"
MaxJacks,melee,"{""melee/peach"": 15, ""melee/falco"": 14, ""melee/jigglypuff"": 2, ""melee/drmario"": 1, ""melee/fox"": 1, ""melee/captainfalcon"": 3, ""melee/marth"": 26, ""melee/sheik"": 1}"
Eyeoftheraven,melee,"{""melee/link"": 31, ""melee/falco"": 3, ""melee/fox"": 1}"
kliford,melee,"{""melee/falco"": 32, ""melee/fox"": 3, ""melee/luigi"": 2, ""melee/marth"": 1}"
Mofo MacGuffin,melee,"{""melee/jigglypuff"": 1, ""melee/falco"": 1}"
Chickiduds,melee,""""""
Chillidog,melee,""""""
Rold,melee,"{""melee/fox"": 210, ""melee/yoshi"": 2, ""melee/mewtwo"": 10, ""melee/captainfalcon"": 2}"
Hunter,melee,"{""melee/marth"": 10}"
Subaru,melee,"{""melee/fox"": 25, ""melee/jigglypuff"": 1}"
Evanrune,melee,"{""melee/captainfalcon"": 35, ""melee/marth"": 5, ""melee/falco"": 8, ""melee/fox"": 2}"
Cool1jr,melee,"{""melee/sheik"": 17}"
Mahik,melee,"{""melee/captainfalcon"": 130, ""melee/ganondorf"": 9}"
Man Of One Way,melee,"{""melee/captainfalcon"": 3, ""melee/falco"": 2, ""melee/marth"": 4}"
WTFA,melee,""""""
Rork,melee,"{""melee/jigglypuff"": 6}"
shablimmy,melee,"{""melee/ganondorf"": 40, ""melee/fox"": 1, ""melee/marth"": 1, ""melee/luigi"": 2, ""melee/captainfalcon"": 1, ""melee/drmario"": 1, ""melee/younglink"": 2, ""melee/jigglypuff"": 6}"
Redcoat's cat,melee,"{""melee/fox"": 4}"
TreeTrunks,melee,"{""melee/marth"": 20}"
Fortnite,melee,"{""melee/captainfalcon"": 43}"
Butter,melee,"{""melee/iceclimbers"": 20, ""melee/captainfalcon"": 169, ""melee/mario"": 27, ""melee/bowser"": 2}"
vowl,melee,"{""melee/marth"": 4, ""melee/falco"": 1}"
Father,melee,"{""melee/samus"": 2, ""melee/drmario"": 4}"
ASSFUCKER9000,melee,"{""melee/fox"": 10, ""melee/jigglypuff"": 53, ""melee/younglink"": 71, ""melee/mewtwo"": 2, ""melee/falco"": 30, ""melee/drmario"": 12, ""melee/captainfalcon"": 4, ""melee/random"": 1, ""melee/pichu"": 1, ""melee/mrgameandwatch"": 1, ""melee/roy"": 1, ""melee/link"": 2, ""melee/donkeykong"": 1, ""melee/iceclimbers"": 1, ""melee/luigi"": 1, ""melee/kirby"": 1, ""melee/zelda"": 1, ""melee/samus"": 1, ""melee/sheik"": 1, ""melee/mario"": 1, ""melee/ganondorf"": 1, ""melee/ness"": 1, ""melee/pikachu"": 1, ""melee/peach"": 1}"
Salty,melee,"{""melee/marth"": 13}"
Umbr,melee,"{""melee/falco"": 357, ""melee/captainfalcon"": 5, ""melee/peach"": 36, ""melee/fox"": 111, ""melee/ganondorf"": 10, ""melee/mario"": 2, ""melee/link"": 1101, ""melee/random"": 88, ""melee/marth"": 16, ""melee/younglink"": 46, ""melee/kirby"": 30, ""melee/pikachu"": 28, ""melee/drmario"": 1, ""melee/donkeykong"": 2, ""melee/sheik"": 13, ""melee/mewtwo"": 2, ""melee/samus"": 1, ""melee/zelda"": 11, ""melee/pichu"": 1, ""melee/jigglypuff"": 32, ""melee/roy"": 4, ""melee/luigi"": 2, ""melee/bowser"": 1}"
